"FilePath","WarningCount","Rules","SampleMessages","FirstSeen"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\Infrastructure\Secrets\InfisicalSecretsClient.cs","44","CA1031;CA1062;MA0004;MA0048;S2139;S6667","File name must match type name (record InfisicalAuthResponse) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record InfisicalSecretResponse) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record InfisicalSecret) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)","2025-12-13T19:34:35.4642806+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetVersionHistoryQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<RuleSpecHistoryDto> GetVersionHistoryQueryHandler.Handle(GetVersionHistoryQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<RuleSpecHistoryDto> GetVersionHistoryQueryHandler.Handle(GetVersionHistoryQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4052992+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\CompleteGameSessionCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameSessionDto> CompleteGameSessionCommandHandler.Handle(CompleteGameSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameSessionDto> CompleteGameSessionCommandHandler.Handle(CompleteGameSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4019549+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetSessionHistoryQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<List<GameSessionDto>> GetSessionHistoryQueryHandler.Handle(GetSessionHistoryQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<List<GameSessionDto>> GetSessionHistoryQueryHandler.Handle(GetSessionHistoryQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4049703+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetRuleCommentsQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<IReadOnlyList<RuleCommentDto>> GetRuleCommentsQueryHandler.Handle(GetRuleCommentsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<IReadOnlyList<RuleCommentDto>> GetRuleCommentsQueryHandler.Handle(GetRuleCommentsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4048270+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetGameSessionsQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<List<GameSessionDto>> GetGameSessionsQueryHandler.Handle(GetGameSessionsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<List<GameSessionDto>> GetGameSessionsQueryHandler.Handle(GetGameSessionsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4046276+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetGameSessionByIdQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameSessionDto?> GetGameSessionByIdQueryHandler.Handle(GetGameSessionByIdQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameSessionDto?> GetGameSessionByIdQueryHandler.Handle(GetGameSessionByIdQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4045022+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetGameFAQsQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GetGameFAQsQueryResult> GetGameFAQsQueryHandler.Handle(GetGameFAQsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GetGameFAQsQueryResult> GetGameFAQsQueryHandler.Handle(GetGameFAQsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4043768+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetGameDetailsQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameDetailsDto?> GetGameDetailsQueryHandler.Handle(GetGameDetailsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameDetailsDto?> GetGameDetailsQueryHandler.Handle(GetGameDetailsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4042538+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetGameByIdQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameDto?> GetGameByIdQueryHandler.Handle(GetGameByIdQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameDto?> GetGameByIdQueryHandler.Handle(GetGameByIdQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4041274+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetEditorLockStatusQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<EditorLockDto> GetEditorLockStatusQueryHandler.Handle(GetEditorLockStatusQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<EditorLockDto> GetEditorLockStatusQueryHandler.Handle(GetEditorLockStatusQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4040012+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetCommentsForLineQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<IReadOnlyList<RuleCommentDto>> GetCommentsForLineQueryHandler.Handle(GetCommentsForLineQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<IReadOnlyList<RuleCommentDto>> GetCommentsForLineQueryHandler.Handle(GetCommentsForLineQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4038668+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetActiveSessionsQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<List<GameSessionDto>> GetActiveSessionsQueryHandler.Handle(GetActiveSessionsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<List<GameSessionDto>> GetActiveSessionsQueryHandler.Handle(GetActiveSessionsQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4036461+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GetActiveSessionsByGameQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<IReadOnlyList<GameSessionDto>> GetActiveSessionsByGameQueryHandler.Handle(GetActiveSessionsByGameQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<IReadOnlyList<GameSessionDto>> GetActiveSessionsByGameQueryHandler.Handle(GetActiveSessionsByGameQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4035217+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\GenerateRuleSpecFromPdfCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<RuleSpecDto> GenerateRuleSpecFromPdfCommandHandler.Handle(GenerateRuleSpecFromPdfCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<RuleSpecDto> GenerateRuleSpecFromPdfCommandHandler.Handle(GenerateRuleSpecFromPdfCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4033920+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\ComputeRuleSpecDiffQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<RuleSpecDiff> ComputeRuleSpecDiffQueryHandler.Handle(ComputeRuleSpecDiffQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<RuleSpecDiff> ComputeRuleSpecDiffQueryHandler.Handle(ComputeRuleSpecDiffQuery query, CancellationToken cancellationToken)' convalidare il parametro 'query' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4020937+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\EndGameSessionCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameSessionDto> EndGameSessionCommandHandler.Handle(EndGameSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameSessionDto> EndGameSessionCommandHandler.Handle(EndGameSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4030816+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\DeleteRuleCommentCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<bool> DeleteRuleCommentCommandHandler.Handle(DeleteRuleCommentCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<bool> DeleteRuleCommentCommandHandler.Handle(DeleteRuleCommentCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4029501+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\CreateGameCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameDto> CreateGameCommandHandler.Handle(CreateGameCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameDto> CreateGameCommandHandler.Handle(CreateGameCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4022240+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\ReleaseEditorLockCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<bool> ReleaseEditorLockCommandHandler.Handle(ReleaseEditorLockCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<bool> ReleaseEditorLockCommandHandler.Handle(ReleaseEditorLockCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4059498+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\DocumentProcessing\Application\Queries\GetChunkedUploadStatusQueryHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<ChunkedUploadStatusResult?> GetChunkedUploadStatusQueryHandler.Handle(GetChunkedUploadStatusQuery request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<ChunkedUploadStatusResult?> GetChunkedUploadStatusQueryHandler.Handle(GetChunkedUploadStatusQuery request, CancellationToken cancellationToken)' convalidare il parametro 'request' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.3924927+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\ReplyToRuleCommentCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<RuleCommentDto> ReplyToRuleCommentCommandHandler.Handle(ReplyToRuleCommentCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<RuleCommentDto> ReplyToRuleCommentCommandHandler.Handle(ReplyToRuleCommentCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4060796+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Handlers\ResumeGameSessionCommandHandler.cs","2","CA1062","Nel metodo visibile esternamente 'Task<GameSessionDto> ResumeGameSessionCommandHandler.Handle(ResumeGameSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'Task<GameSessionDto> ResumeGameSessionCommandHandler.Handle(ResumeGameSessionCommand command, CancellationToken cancellationToken)' convalidare il parametro 'command' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4063444+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\ValueObjects\GameTitle.cs","2","CA1062","Nel metodo visibile esternamente 'GameTitle.implicit operator string(GameTitle title)' convalidare il parametro 'title' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062) || Nel metodo visibile esternamente 'GameTitle.implicit operator string(GameTitle title)' convalidare il parametro 'title' in modo che non sia Null prima di usarlo. Se appropriato, generare un'eccezione 'ArgumentNullException' quando l'argomento ├¿ 'null'. (https://learn.microsoft.com/dotnet/fundamentals/code-analysis/quality-rules/ca1062)","2025-12-13T19:34:35.4104124+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\ValueObjects\FAQQuestion.cs","2","S101","Rename class 'FAQQuestion' to match pascal case naming rules, consider using 'FaqQuestion'. (https://rules.sonarsource.com/csharp/RSPEC-101) || Rename class 'FAQQuestion' to match pascal case naming rules, consider using 'FaqQuestion'. (https://rules.sonarsource.com/csharp/RSPEC-101)","2025-12-13T19:34:35.4102541+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\ValueObjects\FAQAnswer.cs","2","S101","Rename class 'FAQAnswer' to match pascal case naming rules, consider using 'FaqAnswer'. (https://rules.sonarsource.com/csharp/RSPEC-101) || Rename class 'FAQAnswer' to match pascal case naming rules, consider using 'FaqAnswer'. (https://rules.sonarsource.com/csharp/RSPEC-101)","2025-12-13T19:34:35.4100672+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\EventHandlers\GameSessionPausedEventHandler.cs","2","S6672","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672) || Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)","2025-12-13T19:34:35.4006513+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\EventHandlers\GameSessionResumedEventHandler.cs","2","S6672","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672) || Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)","2025-12-13T19:34:35.4008795+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\EventHandlers\GameSessionStartedEventHandler.cs","2","S6672","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672) || Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)","2025-12-13T19:34:35.4010173+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\Repositories\IGameFAQRepository.cs","2","S101","Rename interface 'IGameFAQRepository' to match pascal case naming rules, consider using 'IGameFaqRepository'. (https://rules.sonarsource.com/csharp/RSPEC-101) || Rename interface 'IGameFAQRepository' to match pascal case naming rules, consider using 'IGameFaqRepository'. (https://rules.sonarsource.com/csharp/RSPEC-101)","2025-12-13T19:34:35.4088287+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Domain\Entities\GameFAQ.cs","2","S101","Rename class 'GameFAQ' to match pascal case naming rules, consider using 'GameFaq'. (https://rules.sonarsource.com/csharp/RSPEC-101) || Rename class 'GameFAQ' to match pascal case naming rules, consider using 'GameFaq'. (https://rules.sonarsource.com/csharp/RSPEC-101)","2025-12-13T19:34:35.4087020+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\EventHandlers\GameUpdatedEventHandler.cs","2","S6672","Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672) || Update this logger to use its enclosing type. (https://rules.sonarsource.com/csharp/RSPEC-6672)","2025-12-13T19:34:35.4011687+01:00"
"D:\Repositories\meepleai-monorepo-frontend\meepleai-monorepo\apps\api\src\Api\BoundedContexts\GameManagement\Application\Queries\GetGameFAQsQuery.cs","2","MA0048","File name must match type name (record GetGameFAQsQueryResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md) || File name must match type name (record GetGameFAQsQueryResult) (https://github.com/meziantou/Meziantou.Analyzer/blob/main/docs/Rules/MA0048.md)","2025-12-13T19:34:35.4083514+01:00"
